ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_cars,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,saleprice
20,RL,80.0,9600,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1050.0,GasA,Gd,Y,SBrkr,1050,0.0,0.0,1,0,2,1,TA,5,Typ,0,,1956.0,1.0,Y,0,0,0,0,0,0,,,,0,6,2009,WD ,Normal,128900
50,RL,80.0,9600,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,856.0,GasA,Ex,Y,SBrkr,1668,0.0,0.0,1,1,3,1,TA,6,Min2,0,,1950.0,1.0,Y,0,0,0,0,0,0,,MnPrv,,0,9,2009,WD ,Normal,140000
20,RL,80.0,9600,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,1113.0,GasA,Gd,Y,SBrkr,1113,0.0,0.0,1,0,3,1,Gd,5,Typ,1,Gd,1950.0,1.0,Y,0,80,120,0,0,0,,,,0,7,2009,WD ,Normal,147000
90,RL,65.0,8944,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1584.0,GasA,TA,Y,SBrkr,1584,0.0,0.0,2,0,4,2,TA,8,Mod,0,,1967.0,3.0,Y,0,152,0,0,0,0,,,,0,4,2009,WD ,Normal,124000
20,RL,92.0,10573,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,3.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1453.0,GasA,Ex,Y,SBrkr,1453,1.0,0.0,2,0,3,1,TA,6,Typ,1,TA,1961.0,2.0,Y,0,49,0,0,288,0,,GdPrv,,0,4,2009,WD ,Normal,187500
20,RL,73.0,9500,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1394.0,GasA,Gd,Y,SBrkr,1394,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,1963.0,2.0,Y,0,76,0,0,185,0,,,,0,7,2009,WD ,Normal,159000
20,RL,80.0,14695,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,210.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,1562.0,GasA,Gd,Y,SBrkr,1567,1.0,0.0,2,0,2,1,Gd,5,Typ,2,Gd,1966.0,2.0,Y,0,110,0,0,342,0,,GdWo,,0,7,2009,WD ,Normal,256000
60,RL,85.0,13600,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,176.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,768.0,GasA,TA,Y,SBrkr,1986,0.0,0.0,2,1,3,1,TA,7,Typ,3,Fa,1965.0,2.0,Y,0,42,0,0,189,0,,,,0,10,2009,WD ,Normal,205000
60,RL,100.0,13000,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,896.0,GasA,TA,Y,SBrkr,2142,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,1968.0,1.0,Y,0,72,0,0,252,0,,,,0,6,2009,WD ,Normal,193500
20,RL,120.0,13560,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,216.0,TA,TA,CBlock,Fa,Fa,No,Unf,Unf,1392.0,GasA,Gd,Y,SBrkr,1392,1.0,0.0,1,0,2,1,TA,5,Maj2,2,TA,1968.0,2.0,Y,0,0,240,0,0,0,,,,0,7,2009,WD ,Normal,110000
50,RL,73.0,12513,Pave,No Alley,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920,2007,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,BrkTil,TA,Fa,No,Unf,Unf,715.0,GasA,Gd,Y,SBrkr,1738,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,1920.0,1.0,Y,55,0,0,0,0,0,,,,0,6,2009,WD ,Normal,104900
20,RL,73.0,8760,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,164.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,1169.0,GasA,TA,Y,SBrkr,1144,1.0,0.0,1,0,3,1,TA,6,Typ,0,,1956.0,1.0,Y,257,0,0,0,0,0,,,,0,6,2009,WD ,Normal,150000
20,RL,70.0,8400,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,1478.0,GasA,Gd,Y,SBrkr,1478,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,1957.0,2.0,Y,114,0,0,0,216,0,,,,0,6,2009,WD ,Normal,156500
20,RL,73.0,12285,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,128.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1329.0,GasA,Gd,Y,SBrkr,1329,0.0,0.0,1,1,3,1,TA,5,Typ,2,Gd,1960.0,2.0,Y,0,0,203,0,0,0,,,,0,8,2009,WD ,Normal,176000
20,RL,66.0,9240,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,988.0,GasA,TA,Y,SBrkr,988,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,1959.0,1.0,Y,156,0,0,0,0,0,,,,0,6,2009,WD ,Normal,149500
20,RL,80.0,9600,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,183.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,1240.0,GasA,Gd,Y,SBrkr,1632,1.0,0.0,2,0,3,1,TA,6,Min1,1,Gd,1958.0,1.0,Y,289,0,0,0,0,0,,MnPrv,,0,4,2009,WD ,Normal,139000
20,RL,66.0,12400,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,176.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,1215.0,GasA,TA,Y,FuseA,1215,0.0,0.0,1,0,3,1,TA,6,Typ,0,,1958.0,1.0,Y,0,0,0,0,234,0,,,,0,6,2009,WD ,Normal,155000
20,RL,70.0,8750,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,1202.0,GasA,TA,Y,SBrkr,1202,0.0,1.0,1,0,3,1,TA,6,Typ,0,,1956.0,1.0,Y,0,35,120,0,0,0,,GdWo,,0,11,2009,COD,Abnorml,120000
20,RL,70.0,8750,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,1382.0,GasA,Gd,Y,FuseA,1382,0.0,1.0,1,0,3,1,Gd,6,Typ,0,,1955.0,1.0,Y,280,0,0,0,0,0,,GdWo,,0,7,2009,WD ,Normal,153000
20,RL,80.0,10400,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1956,1956,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,1200.0,GasA,TA,Y,SBrkr,1200,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,1956.0,1.0,Y,0,189,140,0,0,0,,,,0,11,2009,WD ,Family,144000
80,RL,120.0,19296,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,1362.0,GasA,TA,Y,SBrkr,1382,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,1991.0,2.0,Y,0,0,252,0,0,0,,GdWo,,0,5,2009,WD ,Normal,176000
20,RL,74.0,8532,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,650.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1297.0,GasA,Gd,Y,SBrkr,1297,0.0,1.0,1,0,3,1,TA,5,Typ,1,TA,1954.0,2.0,Y,0,0,0,0,0,0,,,,0,10,2009,WD ,Normal,153000
90,RL,76.0,9482,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,657.0,TA,TA,PConc,TA,TA,No,Unf,Unf,1866.0,GasA,Ex,Y,SBrkr,1866,0.0,0.0,2,0,4,2,TA,8,Typ,0,,1958.0,2.0,Y,0,0,0,0,0,0,,,,0,12,2009,WD ,Normal,135000
20,RL,53.0,8128,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1954,1954,Hip,CompShg,MetalSd,MetalSd,80.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1062.0,GasA,Gd,Y,SBrkr,1062,1.0,0.0,1,0,3,1,TA,6,Typ,0,,1954.0,1.0,Y,0,0,0,0,0,0,,,,0,2,2009,WD ,Normal,131000
20,RL,79.0,10634,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,No,BLQ,LwQ,608.0,GasA,TA,Y,SBrkr,1319,1.0,0.0,1,0,3,1,TA,5,Min2,0,,1953.0,1.0,Y,66,0,0,0,0,0,,GdWo,,0,11,2009,WD ,Normal,123000
20,RL,67.0,13070,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,1951,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,631.0,GasA,TA,Y,FuseA,1112,0.0,0.0,1,0,2,1,TA,5,Typ,0,,1951.0,2.0,Y,0,0,0,0,255,0,,,,0,10,2009,WD ,Normal,126000
20,RL,60.0,10434,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1005.0,GasA,TA,Y,SBrkr,1005,0.0,0.0,1,0,2,1,Fa,5,Typ,1,TA,1977.0,2.0,Y,0,0,0,0,0,0,,,,0,11,2009,WD ,Normal,115000
20,RL,75.0,14559,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,70.0,Gd,TA,CBlock,TA,TA,No,BLQ,Rec,1008.0,GasA,Ex,Y,SBrkr,1363,1.0,0.0,1,0,2,1,TA,6,Min1,2,TA,1951.0,1.0,Y,324,42,0,0,168,0,,,Shed,2000,6,2009,WD ,Normal,164900
30,RL,80.0,8480,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,793.0,GasA,TA,Y,SBrkr,793,1.0,0.0,1,0,2,1,Fa,4,Typ,0,,1945.0,1.0,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,Normal,113000
20,RL,60.0,7626,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,TA,TA,No,GLQ,Unf,1031.0,GasA,Gd,Y,SBrkr,1031,1.0,0.0,1,0,2,1,Gd,5,Typ,0,,1952.0,1.0,Y,0,0,0,0,0,0,,MnPrv,,0,3,2009,WD ,Normal,145500
20,RL,75.0,9533,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,140.0,TA,TA,Slab,,,,,,0.0,GasA,TA,Y,FuseA,1210,0.0,0.0,1,1,2,1,TA,7,Typ,0,,1953.0,1.0,Y,208,0,100,0,0,0,,MnPrv,,0,8,2009,ConLD,Normal,102900
190,RL,107.0,10615,Pave,No Alley,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,978.0,GasA,TA,Y,SBrkr,1699,1.0,0.0,2,0,3,2,TA,7,Typ,0,,1920.0,2.0,Y,0,74,0,0,0,0,,,,0,8,2009,WD ,Abnorml,95000
60,RL,78.0,11419,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,699.0,GasA,Ex,Y,FuseA,1527,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,1948.0,2.0,Y,0,0,134,0,0,0,,GdWo,,0,12,2009,WD ,Normal,152500
20,RL,60.0,9600,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1200.0,GasA,TA,Y,SBrkr,1200,0.0,0.0,1,0,3,1,TA,6,Typ,0,,1950.0,1.0,Y,126,0,0,0,0,0,,GdWo,,0,8,2009,WD ,Normal,129900
20,RL,50.0,8000,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,972.0,GasA,Ex,Y,SBrkr,972,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,1948.0,1.0,Y,0,0,0,0,0,0,,,,0,5,2009,WD ,Normal,132000
20,RL,53.0,5470,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,792.0,GasA,Gd,Y,FuseA,792,0.0,0.0,1,0,2,1,TA,4,Typ,0,,1958.0,1.0,Y,0,90,0,0,0,0,,,,0,8,2009,WD ,Normal,99900
50,RL,60.0,10410,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Fa,TA,No,Unf,Unf,660.0,GasA,Ex,Y,SBrkr,1656,0.0,0.0,2,1,3,1,TA,8,Min2,0,,1916.0,1.0,N,0,0,0,140,0,0,,MnPrv,,0,8,2009,WD ,Normal,135000
60,RL,60.0,10800,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,676.0,GasA,Ex,Y,SBrkr,1352,0.0,1.0,2,0,4,1,Gd,7,Typ,0,,1939.0,2.0,Y,187,0,128,0,0,0,,,,0,8,2009,WD ,Normal,149000
70,RL,80.0,8146,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,405.0,GasA,Gd,Y,SBrkr,1039,0.0,0.0,1,0,2,1,TA,6,Typ,0,,1940.0,1.0,N,0,0,168,0,111,0,,,,0,5,2009,WD ,Normal,114000
30,RL,52.0,9022,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,768.0,GasA,Ex,Y,SBrkr,792,0.0,0.0,1,0,2,1,Gd,5,Typ,0,,1924.0,1.0,N,316,0,120,0,0,0,,,,0,5,2009,WD ,Normal,109500
30,RL,60.0,10230,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1054.0,GasA,Ex,Y,SBrkr,1078,0.0,0.0,1,0,3,1,Ex,6,Typ,0,,1987.0,1.0,N,0,0,0,0,112,0,,GdWo,,0,12,2009,WD ,Normal,125000
50,RL,60.0,10410,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1313.0,GasA,TA,Y,SBrkr,2377,0.0,0.0,2,0,3,1,Gd,8,Min2,1,TA,1954.0,2.0,Y,0,0,432,0,0,0,,,,0,6,2009,WD ,Normal,142900
70,RL,60.0,7200,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,PConc,TA,TA,No,Unf,Unf,560.0,GasA,Ex,Y,SBrkr,1690,0.0,0.0,2,0,4,1,Gd,5,Typ,0,,2008.0,2.0,Y,0,0,112,0,0,0,,,,0,8,2009,WD ,Normal,156500
30,RL,90.0,5400,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,2,5,1940,1950,Gable,CompShg,Stucco,Stucco,0.0,Fa,TA,PConc,Fa,TA,No,Unf,Unf,416.0,GasA,Gd,N,FuseA,599,1.0,0.0,1,0,2,1,Gd,4,Typ,0,,0.0,0.0,N,0,81,0,0,0,0,,,,0,6,2009,WD ,Normal,59000
50,RL,90.0,5400,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,0.0,Fa,TA,PConc,TA,TA,No,ALQ,Rec,840.0,GasA,Ex,Y,SBrkr,1374,0.0,0.0,1,0,2,1,TA,6,Typ,0,,1967.0,1.0,Y,0,0,198,0,0,0,,,,0,10,2009,WD ,Normal,105000
30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,720.0,GasA,TA,N,SBrkr,846,0.0,0.0,1,0,2,1,Gd,4,Typ,0,,1980.0,2.0,N,0,0,0,0,0,0,,,,0,6,2009,WD ,Normal,106000
30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,630.0,GasA,TA,Y,FuseA,725,0.0,0.0,1,1,1,1,TA,4,Typ,0,,1959.0,1.0,Y,0,30,0,0,0,0,,,,0,11,2009,WD ,Normal,78500
90,RL,81.0,9671,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,480.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1248.0,GasA,TA,Y,SBrkr,2544,0.0,0.0,2,2,6,2,TA,12,Typ,0,,1969.0,3.0,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,Normal,190000
20,RL,83.0,10143,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,295.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1380.0,GasA,Fa,Y,SBrkr,1380,0.0,0.0,1,1,3,1,TA,6,Typ,0,,1963.0,1.0,Y,0,0,0,0,216,0,,GdWo,,0,6,2009,WD ,Normal,154000
20,RL,77.0,11500,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,0.0,Fa,TA,CBlock,TA,Fa,No,BLQ,Rec,1040.0,GasA,Gd,Y,SBrkr,1040,1.0,0.0,1,0,3,1,TA,6,Min1,1,Po,1967.0,2.0,Y,0,0,156,0,0,0,,MnPrv,,0,5,2009,WD ,Normal,163000
90,RL,91.0,11643,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,368.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,1248.0,GasA,TA,Y,SBrkr,2634,1.0,1.0,2,2,6,2,TA,12,Typ,0,,1969.0,4.0,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,Normal,200000
20,RL,62.0,8010,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,Gd,CBlock,TA,TA,Mn,GLQ,Unf,951.0,GasA,Gd,Y,SBrkr,951,1.0,0.0,1,0,2,1,Gd,6,Typ,0,,1985.0,2.0,Y,0,0,42,0,0,0,,,Shed,450,9,2009,WD ,Normal,143500
20,RL,90.0,10454,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,143.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1105.0,GasA,Gd,Y,FuseA,1105,0.0,0.0,1,0,3,1,TA,5,Typ,0,,1957.0,1.0,Y,0,0,0,0,0,0,,,,0,4,2009,WD ,Normal,135000
20,RL,64.0,8712,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,992.0,GasA,TA,Y,SBrkr,1306,1.0,0.0,1,0,2,1,TA,5,Typ,0,,1968.0,1.0,Y,0,0,0,0,0,0,,,,0,5,2009,WD ,Normal,153000
20,RL,73.0,17600,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,30.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1478.0,GasA,Ex,Y,FuseA,1478,1.0,0.0,2,0,3,1,TA,6,Typ,2,Gd,1960.0,2.0,Y,0,40,0,0,0,0,,,,0,12,2009,WD ,Normal,157500
20,RL,80.0,9000,Pave,No Alley,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,82.0,TA,TA,CBlock,Gd,TA,Gd,Unf,Unf,160.0,GasA,Fa,Y,SBrkr,1142,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,1958.0,1.0,Y,0,28,64,0,0,0,,,,0,4,2009,WD ,Normal,113500
40,RL,60.0,12144,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,CBlock,TA,TA,No,Rec,Unf,832.0,GasA,Gd,Y,SBrkr,1268,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,1949.0,1.0,Y,0,28,0,0,0,0,,,Othr,0,9,2009,WD ,Normal,133000
90,RL,60.0,8544,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,0.0,TA,TA,Slab,,,,,,0.0,Wall,Fa,N,FuseA,1040,0.0,0.0,2,0,2,2,TA,6,Typ,0,,1987.0,2.0,Y,0,0,0,0,0,0,,,,0,6,2009,WD ,Normal,92900
50,RL,60.0,8064,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Av,Rec,Unf,795.0,GasA,Gd,N,SBrkr,1133,0.0,0.0,1,0,3,1,TA,5,Typ,0,,1989.0,2.0,Y,0,0,0,0,231,0,,,,0,12,2009,COD,Abnorml,128500
